a1,d,item,question,group,id
1.23153663286785,0.405386121545573,gę gę,"ODGŁOSY I WYKRZYKNIKI:",mowa,gę gę
1.35406200546256,2.89059092481739,hau hau,"ODGŁOSY I WYKRZYKNIKI:",mowa,hau hau
1.22859718305249,2.12669603180681,ko ko ko,"ODGŁOSY I WYKRZYKNIKI:",mowa,ko ko ko
1.52967696470878,1.49584640681154,kwa kwa,"ODGŁOSY I WYKRZYKNIKI:",mowa,kwa kwa
1.39367409204264,2.77453368013275,miau,"ODGŁOSY I WYKRZYKNIKI:",mowa,miau
1.29981634640067,1.64132932972004,mee/bee,"ODGŁOSY I WYKRZYKNIKI:",mowa,mee/bee
1.38381728208305,2.47809764965325,muu [krowa],"ODGŁOSY I WYKRZYKNIKI:",mowa,muu [krowa]
1.12729165514918,0.715494591522753,pi pi pi/ćwir ćwir,"ODGŁOSY I WYKRZYKNIKI:",mowa,pi pi pi/ćwir ćwir
0.755357556773473,1.38614936975899,bam/bum/bęc,"ODGŁOSY I WYKRZYKNIKI:",mowa,bam/bum/bęc
0.818192755623418,1.58198139692173,brrum brrum [auto],"ODGŁOSY I WYKRZYKNIKI:",mowa,brrum brrum [auto]
1.58517602748706,0.771689428479506,tik tak,"ODGŁOSY I WYKRZYKNIKI:",mowa,tik tak
1.13676011410023,0.840194316497386,tralala/lalala,"ODGŁOSY I WYKRZYKNIKI:",mowa,tralala/lalala
2.43211721310919,-0.219279791238718,baran,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,baran
3.62903846917328,0.136959401725149,biedronka,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,biedronka
2.94398714416877,-0.313972582870656,bocian,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,bocian
2.55949925309368,-0.766853881347898,foka,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,foka
2.12480314166845,-0.640266261728421,gęś,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,gęś
2.58820630512152,-0.779245024885349,gołąb,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,gołąb
2.90376401003116,-0.541794966728896,jeż,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,jeż
2.61737431902385,1.1583004780664,kaczka,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,kaczka
2.35904415533252,0.077637823950253,kogut,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,kogut
2.76930679041859,1.7333221652996,koń,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,koń
2.57976690273415,3.09748948808309,kot,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,kot
2.69377556311625,-0.130897390000562,koza,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,koza
2.76030579518968,1.74913435665966,krowa,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,krowa
3.17751448867569,0.058718566374667,królik,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,królik
2.67211083871844,1.81174272240671,kura,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,kura
2.12124409012002,-1.28461490143525,kurczątko,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,kurczątko
2.84923410675606,0.483166160412695,lew,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,lew
2.72873249195592,-0.223903446823803,lis,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,lis
3.08067185404216,0.401937044386609,małpa,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,małpa
2.42453551680285,1.21435129190141,miś/niedźwiedź,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,miś/niedźwiedź
3.75499757902802,0.068231990212832,motylek,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,motylek
3.6310137987456,-0.83675739290668,mrówka,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,mrówka
3.10073066898053,1.26724781049404,mucha,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,mucha
3.42383861411088,0.620969348984904,myszka,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,myszka
3.44837618878717,-0.382399950815536,pająk,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,pająk
2.47817449735298,2.51828525823823,pies,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,pies
3.04750614975362,-1.08476123736443,pingwin,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,pingwin
3.17776210822412,0.892597341082178,ptaszek,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,ptaszek
3.67208065862463,-0.279906602373424,robak,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,robak
3.49066550101065,1.49858493327883,ryba,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,ryba
3.25649934992096,0.517969549974105,słoń,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,słoń
2.61792771307507,-0.31837285804706,sowa,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,sowa
3.70230176813618,-0.268564407249544,ślimak,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,ślimak
3.02523781265961,0.53218395974995,świnka,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,świnka
2.96670444553488,-0.623659901707515,tygrys,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,tygrys
2.86559706754047,-0.443841631669628,wąż,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,wąż
3.47511647773119,-0.990924924711679,wiewiórka,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,wiewiórka
2.97061635784921,-0.702213575032047,wilk,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,wilk
3.4421216294726,-0.719686522788883,zając,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,zając
3.89763704332939,-1.31166876334735,zwierzątko,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,zwierzątko
3.13461775174427,1.11990338063797,żaba,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,żaba
3.34938443805285,-0.450672772046264,żółw,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,żółw
3.35864021447064,-0.431471171808061,żyrafa,"ZWIERZĘTA – PRAWDZIWE LUB ZABAWKOWE:",mowa,żyrafa
2.79544750059742,3.88165394195483,auto/samochód,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,auto/samochód 
2.88718149574372,0.659704679054082,autobus,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,autobus
2.03914438617455,-0.800419527083569,ciężarówka,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,ciężarówka
2.25720651285996,-0.896030530466023,helikopter,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,helikopter
2.33653790020002,0.009538072789056,koparka,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,koparka
1.73868838348144,-0.778923866020992,lokomotywa,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,lokomotywa
3.06798384926188,0.500910918071265,motor/motocykl,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,motor/motocykl
2.67902884468967,1.00723743652814,pociąg,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,pociąg
2.01465284112338,-0.275578011415315,pogotowie/karetka,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,pogotowie/karetka 
3.8580483345073,1.28683294662729,rower,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,rower
3.57243769743369,1.16025952990086,samolot,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,samolot 
3.46163931322694,-0.465727582956172,statek,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,statek
2.23752087857365,0.66011240738875,traktor,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,traktor
2.03041686746591,-1.21156995895761,tramwaj,"POJAZDY – PRAWDZIWE LUB ZABAWKOWE:",mowa,tramwaj
3.70020606357734,2.10108990101708,banan,"POKARMY I NAPOJE:",mowa,banan
2.66698655270038,-2.11934663773654,barszcz,"POKARMY I NAPOJE:",mowa,barszcz
2.84885099265082,-0.62806037274141,batonik,"POKARMY I NAPOJE:",mowa,batonik
3.03662073396851,-0.838683716092321,budyń,"POKARMY I NAPOJE:",mowa,budyń
3.69962305651494,1.91399444170259,bułka,"POKARMY I NAPOJE:",mowa,bułka
3.68210177818748,-1.52369506957368,buraczki,"POKARMY I NAPOJE:",mowa,buraczki
3.97508974323172,-0.772669094167907,cebula,"POKARMY I NAPOJE:",mowa,cebula
4.1125688647894,1.83946621541367,chleb,"POKARMY I NAPOJE:",mowa,chleb
3.42208897178705,0.779140547546511,chrupki,"POKARMY I NAPOJE:",mowa,chrupki
3.05837599965089,0.233199872834769,ciasto,"POKARMY I NAPOJE:",mowa,ciasto
3.37093670672316,1.01697802278329,ciastko,"POKARMY I NAPOJE:",mowa,ciastko 
3.63831129378737,-0.397590304638156,cukier,"POKARMY I NAPOJE:",mowa,cukier
2.96341667835323,0.559950806736195,cukierek,"POKARMY I NAPOJE:",mowa,cukierek
3.95911330441282,0.725865478721095,czekolada,"POKARMY I NAPOJE:",mowa,czekolada
3.07257195987205,-0.711586460077115,dżem,"POKARMY I NAPOJE:",mowa,dżem 
3.51004532347263,-1.63875290293324,galaretka,"POKARMY I NAPOJE:",mowa,galaretka
3.30824297556573,-1.67093305244085,groszek,"POKARMY I NAPOJE:",mowa,groszek
3.29298452828151,-1.26149594915336,grzyby,"POKARMY I NAPOJE:",mowa,grzyby
2.1996730154109,-0.851104045448829,guma do żucia,"POKARMY I NAPOJE:",mowa,guma do żucia 
3.53497488214075,0.783566978839159,herbata,"POKARMY I NAPOJE:",mowa,herbata
4.49221693896322,1.96710595205101,jabłko,"POKARMY I NAPOJE:",mowa,jabłko
3.33265303443516,2.67879623744881,jajko,"POKARMY I NAPOJE:",mowa,jajko
1.87939182091838,1.68973662801311,jedzenie/papu/am,"POKARMY I NAPOJE:",mowa,jedzenie/papu/am
3.40869691212396,-0.016167915035316,jogurt,"POKARMY I NAPOJE:",mowa,jogurt
2.6254766313341,-0.493398730067346,kakao,"POKARMY I NAPOJE:",mowa,kakao
3.8536914446551,-0.285180715847998,kanapka/kromka,"POKARMY I NAPOJE:",mowa,kanapka/kromka
4.33910100436814,-1.89526710419553,kapusta,"POKARMY I NAPOJE:",mowa,kapusta
2.59032495791848,0.06526257821868,kaszka,"POKARMY I NAPOJE:",mowa,kaszka
3.00121575666392,0.404447110232429,kawa,"POKARMY I NAPOJE:",mowa,kawa
3.50304586391642,-0.233744584969714,ketchup,"POKARMY I NAPOJE:",mowa,ketchup
3.87694465126956,0.093445338913773,kiełbasa,"POKARMY I NAPOJE:",mowa,kiełbasa
4.21530753845225,-0.629203114307833,kotlet,"POKARMY I NAPOJE:",mowa,kotlet
3.8520863108488,-0.576788953916488,kurczak,"POKARMY I NAPOJE:",mowa,kurczak
3.61360255134113,0.755635003584504,lizak,"POKARMY I NAPOJE:",mowa,lizak
3.82831244888529,1.16514047077635,lody,"POKARMY I NAPOJE:",mowa,lody
4.54306355044138,-0.106104675107256,makaron/kluski,"POKARMY I NAPOJE:",mowa,makaron/kluski 
3.29833395821395,-1.57515129489398,mandarynka,"POKARMY I NAPOJE:",mowa,mandarynka
5.01826119703913,0.017354067181497,marchewka,"POKARMY I NAPOJE:",mowa,marchewka
4.51249720776956,-0.463814523806377,masło/margaryna,"POKARMY I NAPOJE:",mowa,masło/margaryna 
4.25764067956658,0.29736749573138,mięso,"POKARMY I NAPOJE:",mowa,mięso
3.35044062048496,-1.47592616731346,miód,"POKARMY I NAPOJE:",mowa,miód
3.82736958090768,1.88057216873059,mleko,"POKARMY I NAPOJE:",mowa,mleko
3.93961748063419,-1.10888276395982,naleśniki,"POKARMY I NAPOJE:",mowa,naleśniki
4.26166994074986,-2.03765117144525,orzechy,"POKARMY I NAPOJE:",mowa,orzechy
4.15788188339051,0.17257248702517,ogórek,"POKARMY I NAPOJE:",mowa,ogórek
4.14716592013551,-0.049569353800949,paluszki,"POKARMY I NAPOJE:",mowa,paluszki
4.25186354931358,0.570919777900291,parówka/kiełbaska,"POKARMY I NAPOJE:",mowa,parówka/kiełbaska 
2.6313574079867,1.94796272843429,picie,"POKARMY I NAPOJE:",mowa,picie
3.48772587051371,-1.3535642427103,pierogi,"POKARMY I NAPOJE:",mowa,pierogi
3.66830040997772,-1.3581575483224,placek,"POKARMY I NAPOJE:",mowa,placek
4.05554152933127,-1.59842353321413,pomarańcza,"POKARMY I NAPOJE:",mowa,pomarańcza
4.54058182648476,0.138966863434224,pomidor,"POKARMY I NAPOJE:",mowa,pomidor
3.26761483759485,-2.34303556677818,rodzynki,"POKARMY I NAPOJE:",mowa,rodzynki
3.96716995014019,-0.474824940042721,rosół,"POKARMY I NAPOJE:",mowa,rosół
3.49842900186954,0.731315771925122,ryba,"POKARMY I NAPOJE:",mowa,ryba
3.702975603066,-0.920795286233232,ryż,"POKARMY I NAPOJE:",mowa,ryż
4.08689318335338,0.346090740643925,ser,"POKARMY I NAPOJE:",mowa,ser
3.63459626253009,1.409687832074,sok,"POKARMY I NAPOJE:",mowa,sok
3.12741148385706,-0.825519197911689,sos,"POKARMY I NAPOJE:",mowa,sos
3.56142730639133,-0.880174948574227,sól,"POKARMY I NAPOJE:",mowa,sól
3.70970738994746,-0.948889125413496,szynka,"POKARMY I NAPOJE:",mowa,szynka
4.5083879310712,-0.773598981018046,truskawki,"POKARMY I NAPOJE:",mowa,truskawki
3.5560829483389,-2.10076293102144,witaminy,"POKARMY I NAPOJE:",mowa,witaminy
3.4435333518315,1.5170114989837,woda,"POKARMY I NAPOJE:",mowa,woda
4.57790230863176,-0.096181774810037,ziemniaki/kartofle,"POKARMY I NAPOJE:",mowa,ziemniaki/kartofle 
4.58840883935091,1.85112408997856,zupa,"POKARMY I NAPOJE:",mowa,zupa
3.5787465765974,2.74517620527432,bajka,"ZABAWKI:",mowa,bajka
3.87300648756532,1.32781870412762,balonik,"ZABAWKI:",mowa,balonik
3.62066804166078,-0.817502586440024,grabki,"ZABAWKI:",mowa,grabki
3.35634564972435,-0.431259232026096,gumka,"ZABAWKI:",mowa,gumka
4.97584698525356,0.144010788431614,kartka/papier,"ZABAWKI:",mowa,kartka/papier
4.79195861947538,2.25827253618578,klocki,"ZABAWKI:",mowa,klocki
4.71594379242016,1.51394384725926,kredki,"ZABAWKI:",mowa,kredki
5.00139274298357,1.00236807170492,książka,"ZABAWKI:",mowa,książka
2.02896942018819,1.61612252139215,lalka,"ZABAWKI:",mowa,lalka
4.8006745078682,-0.01758175275434,łopatka,"ZABAWKI:",mowa,łopatka
5.24457582360561,-1.12618958142895,obrazek,"ZABAWKI:",mowa,obrazek
3.45839974940574,-0.957570172370517,ołówek,"ZABAWKI:",mowa,ołówek
3.49929864216709,2.8784462757486,piłka,"ZABAWKI:",mowa,piłka
3.33924833510209,0.220416258892231,pisak/długopis,"ZABAWKI:",mowa,pisak/długopis 
5.31919922465044,-0.994050627759792,prezent,"ZABAWKI:",mowa,prezent
2.04762398447514,0.497325455381776,smoczek,"ZABAWKI:",mowa,smoczek
5.30792188505398,-0.078741227500999,wiaderko,"ZABAWKI:",mowa,wiaderko
5.35468651130688,0.604674488464502,zabawka,"ZABAWKI:",mowa,zabawka
4.83226116975084,0.369947615172079,bluzka,"UBRANIA:",mowa,bluzka
3.8733498222176,3.0043155779369,buty,"UBRANIA:",mowa,buty
3.76223847792013,-1.5313605952649,chustka,"UBRANIA:",mowa,chustka
4.6345727484278,2.44950163493627,czapka,"UBRANIA:",mowa,czapka
3.91001825420753,-0.501420644100034,guzik,"UBRANIA:",mowa,guzik
4.05387587416793,-0.398514385183433,kalosze/gumowce,"UBRANIA:",mowa,kalosze/gumowce 
3.90952381357527,-1.36270561475025,kapelusz,"UBRANIA:",mowa,kapelusz
4.84030157670103,-0.887982232556476,kieszeń,"UBRANIA:",mowa,kieszeń
4.11013586934356,-1.31085597881252,koszula,"UBRANIA:",mowa,koszula
5.65038553015863,1.42661375716317,kurtka,"UBRANIA:",mowa,kurtka
4.70994630763015,0.470668673252603,majtki,"UBRANIA:",mowa,majtki
3.39324315931609,-0.317458948815944,pantofle/kapcie,"UBRANIA:",mowa,pantofle/kapcie 
3.66467770451939,-1.28432005148558,pasek,"UBRANIA:",mowa,pasek
3.68642330167451,0.850467934101515,pieluszka/pampers,"UBRANIA:",mowa,pieluszka/pampers
4.57699576116311,-0.049820731697885,piżama,"UBRANIA:",mowa,piżama
4.18863521642062,-0.572688564804242,rajstopy/rajtuzy,"UBRANIA:",mowa,rajstopy/rajtuzy 
4.34200341873561,-0.39034492664929,rękawiczki,"UBRANIA:",mowa,rękawiczki
4.83990613821573,1.21583588636128,skarpetki,"UBRANIA:",mowa,skarpetki
5.18172612391356,1.05307626733837,spodnie,"UBRANIA:",mowa,spodnie
3.90713477244163,-1.04517766590586,sukienka,"UBRANIA:",mowa,sukienka
4.73351640008857,-1.05724743310662,sweter,"UBRANIA:",mowa,sweter
4.54447866618591,-0.435384148207842,szalik,"UBRANIA:",mowa,szalik
3.04931684823548,-1.62280966070594,śliniaczek,"UBRANIA:",mowa,śliniaczek
4.8276954575092,-0.402245692829121,ubranie,"UBRANIA:",mowa,ubranie
3.60694535534882,-0.280656130831073,broda,"CZĘŚCI CIAŁA:",mowa,broda
5.60003823145816,2.51438101563339,brzuch,"CZĘŚCI CIAŁA:",mowa,brzuch
4.46619671510883,2.02713392930576,buzia,"CZĘŚCI CIAŁA:",mowa,buzia
3.88097823352817,0.124761904384788,czoło,"CZĘŚCI CIAŁA:",mowa,czoło
3.93965118143904,-1.05695569114245,gardło,"CZĘŚCI CIAŁA:",mowa,gardło
5.77246146748231,2.33080357430546,głowa,"CZĘŚCI CIAŁA:",mowa,głowa
4.64293242796958,0.137498042304865,język,"CZĘŚCI CIAŁA:",mowa,język
5.22002511659801,0.077801267663427,kolano,"CZĘŚCI CIAŁA:",mowa,kolano
3.52692176811316,-1.54932145282486,krew,"CZĘŚCI CIAŁA:",mowa,krew
3.4433076001355,-1.96826698028666,łokieć,"CZĘŚCI CIAŁA:",mowa,łokieć
5.26835905182096,2.63208073908337,noga,"CZĘŚCI CIAŁA:",mowa,noga
4.05461615034575,3.28195340263751,nos,"CZĘŚCI CIAŁA:",mowa,nos
3.39086716341279,3.35796139811138,oko,"CZĘŚCI CIAŁA:",mowa,oko
5.16059232227711,1.25464983598281,palec,"CZĘŚCI CIAŁA:",mowa,palec
5.30700511435012,-0.913302382520211,paznokcie/pazurki,"CZĘŚCI CIAŁA:",mowa,paznokcie/pazurki 
3.39104499819432,0.842268494271589,pępek,"CZĘŚCI CIAŁA:",mowa,pępek
4.92090599005456,-0.115675845664206,plecy,"CZĘŚCI CIAŁA:",mowa,plecy
4.3566239561544,-0.863179383305133,policzek,"CZĘŚCI CIAŁA:",mowa,policzek
3.46739803627634,2.49938386276319,pupa,"CZĘŚCI CIAŁA:",mowa,pupa
5.59517718390144,1.96680414542588,ręka,"CZĘŚCI CIAŁA:",mowa,ręka
3.69762199101315,-1.27070222927531,serce,"CZĘŚCI CIAŁA:",mowa,serce
4.06323117831148,-2.12509416763062,skóra,"CZĘŚCI CIAŁA:",mowa,skóra
4.12916391611522,-0.143790985757165,szyja,"CZĘŚCI CIAŁA:",mowa,szyja
4.26705231670408,2.37992291644105,ucho,"CZĘŚCI CIAŁA:",mowa,ucho
5.4449034744483,2.06717479005979,włosy,"CZĘŚCI CIAŁA:",mowa,włosy
5.33473668282603,1.14664328614616,ząb,"CZĘŚCI CIAŁA:",mowa,ząb
3.01093390569419,-0.998015375366702,balkon,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,balkon
3.42032585154589,-0.799134523848191,dach,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,dach
4.60363490956018,2.119671375362,drzwi,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,drzwi
4.81100212467001,-0.260191417686242,dywan,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,dywan
3.93005404856918,-1.3301684886788,firanka/zasłona,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,firanka/zasłona
4.35907116199679,-0.16827503976918,fotel,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,fotel
3.86356427932881,-2.30181534549897,korytarz/przedpokój,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,korytarz/przedpokój 
4.08587928296051,-1.03077664910578,kran,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,kran
5.11548622432194,0.916272910094518,krzesło,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,krzesło
5.82008898582809,0.429311865810169,kuchnia,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,kuchnia
5.38489293855565,0.040098310482213,lodówka,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,lodówka
5.54085057458688,0.048859373473308,łazienka,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,łazienka
5.68005357773565,1.27819539398018,łóżko,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,łóżko
3.99591922030619,-0.081446806788485,odkurzacz,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,odkurzacz
4.48198070940438,1.57212015683877,okno,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,okno
5.87924847821479,-0.760614048393432,podłoga,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,podłoga
5.9914550909177,0.371125159017118,pokój,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,pokój
4.54426638310488,-2.12437805673869,półka/regał,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,półka/regał 
5.05735466583506,0.13572148592055,pralka,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,pralka
3.95089948880169,-1.39384710532238,prysznic,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,prysznic
5.73546028071283,0.046150957472032,schody,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,schody
3.67938868927147,-1.56469327347172,stołek,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,stołek
5.90172583412494,1.21625497269539,stół,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,stół
4.06798874945233,-2.09551682225266,sufit,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,sufit
5.53689094038211,-0.09787876109878,szafa,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,szafa
4.87440226421616,-1.83710319434038,szuflada,"W DOMU — POMIESZCZENIA, SPRZĘTY I MEBLE:",mowa,szuflada
